company_name,ratings,rating_count,highly_rated,critical_rated,location,salaries,interviews,jobs,benefits
Tata Communications,3.8,4.1k,Work Life Balance,"Promotions, Salary",Telecom | Pune +102 other locations,NaN,NaN,NaN,NaN
Publicis Sapient,3.2,4.1k,NaN,"Promotions, Job Security, Work Satisfaction",IT Services & Consulting | Bengaluru +47 other locations,NaN,NaN,NaN,NaN
Cummins,4.3,4.1k,"Company Culture, Work Life Balance, Work Satisfaction",NaN,Industrial Machinery | Pune +117 other locations,NaN,NaN,NaN,NaN
Cloudnine Hospital,4.5,4k,"Company Culture, Job Security, Skill Development",NaN,Healthcare | Bengaluru +46 other locations,NaN,NaN,NaN,NaN
Alembic Pharmaceuticals,3.9,4k,"Salary, Work Life Balance",NaN,Pharma | Vadodara +190 other locations,NaN,NaN,NaN,NaN
Pidilite Industries,4.2,4k,"Job Security, Work Life Balance, Company Culture",Promotions,Chemicals | Mumbai +323 other locations,NaN,NaN,NaN,NaN
Bank of America,4.1,4k,"Job Security, Work Life Balance, Company Culture",Promotions,Banking | Gurugram +34 other locations,NaN,NaN,NaN,NaN
Grasim Industries,4.0,4k,"Job Security, Skill Development, Company Culture",Promotions,Building Material | Bharuch +265 other locations,NaN,NaN,NaN,NaN
Aditya Birla Sun Life Insurance,4.0,4k,"Work Life Balance, Company Culture, Skill Development",NaN,Insurance | Mumbai +515 other locations,NaN,NaN,NaN,NaN
Oyo Rooms,2.9,4k,NaN,"Job Security, Company Culture, Work Life Balance",Hospitality | Gurugram +121 other locations,NaN,NaN,NaN,NaN
PNB MetLife,3.3,4k,NaN,"Company Culture, Work Satisfaction, Job Security",Insurance | New Delhi +435 other locations,NaN,NaN,NaN,NaN
American Express,4.1,4k,"Company Culture, Work Life Balance, Job Security",Promotions,Financial Services | Gurugram +54 other locations,NaN,NaN,NaN,NaN
Kyndryl,3.9,3.9k,"Work Life Balance, Company Culture, Skill Development",Promotions,IT Services & Consulting | Bengaluru +39 other locations,NaN,NaN,NaN,NaN
Aditya Birla Capital,3.8,3.9k,NaN,Promotions,NBFC | Mumbai +353 other locations,NaN,NaN,NaN,NaN
Subros,3.7,3.9k,"Job Security, Skill Development","Salary, Promotions",Auto Components | Noida +88 other locations,NaN,NaN,NaN,NaN
KPIT Technologies,2.8,3.9k,NaN,"Promotions, Job Security, Work Satisfaction",Software Product | Pune +43 other locations,NaN,NaN,NaN,NaN
ADP Private Limited,3.8,3.9k,"Job Security, Company Culture, Work Life Balance","Promotions, Salary",Software Product | Hyderabad +41 other locations,NaN,NaN,NaN,NaN
Escorts Kubota Limited,4.1,3.9k,"Work Life Balance, Company Culture, Skill Development",Promotions,Industrial Machinery | Faridabad +160 other locations,NaN,NaN,NaN,NaN
Viatris,4.1,3.9k,"Salary, Job Security, Work Life Balance",NaN,Pharma | Hyderabad +81 other locations,NaN,NaN,NaN,NaN
Maersk,3.9,3.9k,"Work Life Balance, Company Culture",Promotions,Logistics | Chennai +50 other locations,NaN,NaN,NaN,NaN
XpressBees,4.1,3.9k,"Work Life Balance, Company Culture, Work Satisfaction",NaN,Logistics | Pune +482 other locations,NaN,NaN,NaN,NaN
JK Cement,4.0,3.9k,Salary,Promotions,Building Material | New Delhi +334 other locations,NaN,NaN,NaN,NaN
Altruist Technologies,4.4,3.9k,"Job Security, Company Culture, Work Life Balance",NaN,BPO | Bengaluru +43 other locations,NaN,NaN,NaN,NaN
PVR INOX,3.9,3.9k,NaN,Promotions,Media & Entertainment | New Delhi +152 other locations,NaN,NaN,NaN,NaN
Birlasoft,3.4,3.8k,NaN,"Promotions, Salary, Work Satisfaction",IT Services & Consulting | Pune +50 other locations,NaN,NaN,NaN,NaN
Synechron,3.4,3.8k,NaN,"Job Security, Promotions, Work Satisfaction",IT Services & Consulting | Pune +33 other locations,NaN,NaN,NaN,NaN
Reliance Communications,3.9,3.8k,"Skill Development, Company Culture, Work Life Balance",Promotions,Telecom | Mumbai +468 other locations,NaN,NaN,NaN,NaN
PhonePe,4.0,3.8k,"Salary, Work Life Balance, Company Culture",NaN,FinTech | Bengaluru +414 other locations,NaN,NaN,NaN,NaN
Blinkit,3.8,3.8k,Salary,Promotions,Internet | Gurugram +166 other locations,NaN,NaN,NaN,NaN
Glenmark Pharmaceuticals,3.8,3.8k,NaN,Promotions,Pharma | Mumbai +195 other locations,NaN,NaN,NaN,NaN
Kotak Mahindra Life Insurance Company,3.5,3.8k,NaN,"Promotions, Work Satisfaction, Company Culture",Insurance | Mumbai +259 other locations,NaN,NaN,NaN,NaN
Bharat Electronics,4.2,3.8k,"Work Life Balance, Company Culture, Work Satisfaction",NaN,Electronics Manufacturing | Bengaluru +90 other locations,NaN,NaN,NaN,NaN
Dabur,3.8,3.8k,Salary,Promotions,FMCG | New Delhi +323 other locations,NaN,NaN,NaN,NaN
Sodexo,4.0,3.8k,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Hospitality | Mumbai +162 other locations,NaN,NaN,NaN,NaN
Cogent E Services,3.1,3.7k,NaN,"Salary, Company Culture, Work Satisfaction",BPO | Noida +58 other locations,NaN,NaN,NaN,NaN
Godrej & Boyce Manufacturing,3.8,3.7k,Job Security,Promotions,Consumer Electronics & Appliances | Mumbai +175 other locations,NaN,NaN,NaN,NaN
UNO Minda,3.9,3.7k,"Job Security, Company Culture, Skill Development",Promotions,Auto Components | Pune +112 other locations,NaN,NaN,NaN,NaN
ArcelorMittal Nippon Steel India,4.1,3.7k,"Work Life Balance, Job Security, Company Culture",NaN,Iron & Steel | Surat +90 other locations,NaN,NaN,NaN,NaN
Ipca Laboratories,3.8,3.7k,"Job Security, Work Life Balance","Promotions, Salary",Pharma | Mumbai +165 other locations,NaN,NaN,NaN,NaN
Abbott,4.1,3.7k,"Work Life Balance, Salary, Company Culture",Promotions,Pharma | Mumbai +215 other locations,NaN,NaN,NaN,NaN
Aarti Industries,4.1,3.7k,"Job Security, Work Life Balance, Company Culture",NaN,Agro Chemicals | Bharuch +61 other locations,NaN,NaN,NaN,NaN
Samvardhana Motherson Group,3.7,3.7k,Job Security,"Promotions, Company Culture, Work Satisfaction",Auto Components | Noida +95 other locations,NaN,NaN,NaN,NaN
Reliance Projects & Property Management Services,4.0,3.6k,"Work Life Balance, Job Security, Skill Development",Promotions,Other | Kolkata +626 other locations,NaN,NaN,NaN,NaN
Reliance Digital,4.1,3.6k,"Skill Development, Job Security, Company Culture",NaN,Retail | Mumbai +386 other locations,NaN,NaN,NaN,NaN
IGT Solutions,3.2,3.6k,NaN,"Promotions, Salary, Work Satisfaction",BPO | New Delhi +48 other locations,NaN,NaN,NaN,NaN
MRF Tyres,3.6,3.6k,NaN,"Company Culture, Work Satisfaction, Work Life Balance",Auto Components | Chennai +195 other locations,NaN,NaN,NaN,NaN
Indian Oil Corporation,4.4,3.6k,"Company Culture, Work Life Balance, Job Security",NaN,Oil & Gas | New Delhi +313 other locations,NaN,NaN,NaN,NaN
"NTT DATA, Inc.",3.9,3.6k,"Work Life Balance, Job Security, Company Culture",Promotions,IT Services & Consulting | Bengaluru +38 other locations,NaN,NaN,NaN,NaN
Alkem Laboratories,3.9,3.6k,"Work Life Balance, Salary",NaN,Pharma | Mumbai +202 other locations,NaN,NaN,NaN,NaN
Johnson Controls,3.5,3.6k,NaN,"Promotions, Work Satisfaction, Company Culture",Industrial Automation | Pune +58 other locations,NaN,NaN,NaN,NaN
Honda Motorcycle & Scooter,4.1,3.5k,"Job Security, Company Culture, Work Life Balance",Promotions,Automobile | Gurugram +303 other locations,NaN,NaN,NaN,NaN
[24]7.ai,3.4,3.5k,NaN,"Promotions, Salary, Work Satisfaction",Hospitality | Bengaluru +36 other locations,NaN,NaN,NaN,NaN
Vishal Mega Mart,3.7,3.5k,Salary,"Company Culture, Work Satisfaction, Job Security",Retail | New Delhi +383 other locations,NaN,NaN,NaN,NaN
Hindustan Coca Cola Beverages,4.0,3.5k,"Salary, Skill Development, Company Culture",Promotions,Beverage | Bengaluru +266 other locations,NaN,NaN,NaN,NaN
Barclays,3.7,3.5k,Work Life Balance,"Promotions, Skill Development, Work Satisfaction",Banking | Pune +38 other locations,NaN,NaN,NaN,NaN
DTDC Express,3.7,3.5k,NaN,"Promotions, Salary, Company Culture",Logistics | New Delhi +274 other locations,NaN,NaN,NaN,NaN
Bajaj General Insurance Limited,3.6,3.5k,NaN,"Promotions, Work Life Balance, Work Satisfaction",Insurance | Pune +310 other locations,NaN,NaN,NaN,NaN
RSPL Group,4.0,3.5k,"Job Security, Work Life Balance, Company Culture",Promotions,FMCG | Kanpur +264 other locations,NaN,NaN,NaN,NaN
UBS,3.8,3.5k,Work Life Balance,"Promotions, Job Security",Financial Services | Pune +19 other locations,NaN,NaN,NaN,NaN
IndusInd Nippon Life Insurance,3.3,3.5k,NaN,"Job Security, Company Culture, Work Satisfaction",Mumbai +495 other locations,NaN,NaN,NaN,NaN
TVS Credit Services Ltd,4.1,3.5k,"Salary, Company Culture, Work Life Balance",NaN,NBFC | Chennai +452 other locations,NaN,NaN,NaN,NaN
ABB,4.0,3.5k,"Work Life Balance, Job Security, Company Culture",Promotions,Industrial Machinery | Bengaluru +109 other locations,NaN,NaN,NaN,NaN
AGS Health,3.9,3.4k,"Company Culture, Job Security, Work Life Balance",Promotions,Analytics & KPO | Chennai +64 other locations,NaN,NaN,NaN,NaN
Ceat Tyres,3.9,3.4k,"Job Security, Company Culture, Skill Development","Promotions, Salary",Auto Components | Nagpur +143 other locations,NaN,NaN,NaN,NaN
NatWest Group,3.9,3.4k,"Work Life Balance, Job Security, Company Culture","Promotions, Salary",Banking | Gurugram +29 other locations,NaN,NaN,NaN,NaN
Ford Motor,4.2,3.4k,"Company Culture, Work Life Balance, Salary",NaN,Automobile | Chennai +131 other locations,NaN,NaN,NaN,NaN
HARMAN,3.8,3.4k,"Work Life Balance, Company Culture",Promotions,Consumer Electronics & Appliances | Bengaluru +42 other locations,NaN,NaN,NaN,NaN
Alstom Transportation,3.7,3.4k,Job Security,"Promotions, Company Culture, Work Satisfaction",Engineering & Construction | Bengaluru +80 other locations,NaN,NaN,NaN,NaN
Croma,3.8,3.4k,"Work Life Balance, Skill Development",Promotions,Retail | Mumbai +195 other locations,NaN,NaN,NaN,NaN
InterGlobe Aviation,3.4,3.4k,NaN,"Promotions, Salary, Work Life Balance",Aviation | New Delhi +105 other locations,NaN,NaN,NaN,NaN
Niva Bupa Health Insurance Company,4.0,3.4k,"Company Culture, Work Life Balance, Work Satisfaction",NaN,Insurance | New Delhi +325 other locations,NaN,NaN,NaN,NaN
Conduent,3.4,3.4k,NaN,"Promotions, Salary, Skill Development",BPO | Bengaluru +36 other locations,NaN,NaN,NaN,NaN
Sagility,3.9,3.3k,"Job Security, Company Culture, Work Life Balance","Promotions, Salary",BPO | Bengaluru +29 other locations,NaN,NaN,NaN,NaN
Tata AIG,4.0,3.3k,"Job Security, Company Culture, Work Life Balance",Promotions,Insurance | Mumbai +263 other locations,NaN,NaN,NaN,NaN
Tata Technologies,3.4,3.3k,NaN,"Promotions, Salary, Work Satisfaction",Automobile | Pune +59 other locations,NaN,NaN,NaN,NaN
Indian Air Force,4.6,3.3k,"Job Security, Skill Development, Salary",NaN,Defence & Aerospace | New Delhi +135 other locations,NaN,NaN,NaN,NaN
GeBBS Healthcare Solutions,3.8,3.3k,Job Security,"Promotions, Salary",BPO | Mumbai +26 other locations,NaN,NaN,NaN,NaN
Canara HSBC Life Insurance,4.1,3.3k,"Salary, Work Life Balance, Company Culture",NaN,Insurance | Gurugram +369 other locations,NaN,NaN,NaN,NaN
Tata AutoComp Systems,3.7,3.3k,Job Security,"Promotions, Salary, Company Culture",Auto Components | Pune +83 other locations,NaN,NaN,NaN,NaN
Jindal Stainless,4.1,3.3k,"Job Security, Work Life Balance, Skill Development",NaN,Iron & Steel | Jajpur +79 other locations,NaN,NaN,NaN,NaN
UPL,4.1,3.3k,"Job Security, Work Life Balance, Skill Development",Promotions,Agro Chemicals | Ankleshwar +185 other locations,NaN,NaN,NaN,NaN
PepsiCo,4.0,3.3k,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Food Processing | Hyderabad +282 other locations,NaN,NaN,NaN,NaN
Max Healthcare,4.0,3.2k,"Skill Development, Job Security, Company Culture",Promotions,Healthcare | New Delhi +78 other locations,NaN,NaN,NaN,NaN
Ambuja Cements,3.9,3.2k,NaN,"Promotions, Job Security",Building Material | Ahmedabad +301 other locations,NaN,NaN,NaN,NaN
Mankind Pharma,3.8,3.2k,Salary,Promotions,Pharma | New Delhi +250 other locations,NaN,NaN,NaN,NaN
Titan Company,4.2,3.2k,"Company Culture, Job Security, Work Life Balance",Promotions,Retail | Bengaluru +186 other locations,NaN,NaN,NaN,NaN
Allcargo Logistics,3.8,3.2k,NaN,Promotions,Logistics | Mumbai +175 other locations,NaN,NaN,NaN,NaN
Amazon Transportation Services,4.2,3.2k,"Company Culture, Skill Development, Salary",NaN,Logistics | Hyderabad +226 other locations,NaN,NaN,NaN,NaN
Dilip Buildcon,3.9,3.2k,Salary,"Promotions, Job Security",Engineering & Construction | Bhopal +230 other locations,NaN,NaN,NaN,NaN
S&P Global,3.9,3.2k,"Company Culture, Work Life Balance",Promotions,Analytics & KPO | Hyderabad +49 other locations,NaN,NaN,NaN,NaN
Societe Generale Global Solution Centre,3.6,3.2k,"Work Life Balance, Job Security","Promotions, Salary, Work Satisfaction",IT Services & Consulting | Bengaluru +24 other locations,NaN,NaN,NaN,NaN
Varroc Group,3.6,3.2k,NaN,"Promotions, Job Security, Company Culture",Auto Components | Pune +63 other locations,NaN,NaN,NaN,NaN
MSN Laboratories,3.6,3.2k,Job Security,"Company Culture, Work Life Balance, Work Satisfaction",Pharma | Hyderabad +107 other locations,NaN,NaN,NaN,NaN
Walmart,3.4,3.2k,NaN,"Promotions, Work Satisfaction, Job Security",Retail | Bengaluru +91 other locations,NaN,NaN,NaN,NaN
Quest Global,3.5,3.2k,NaN,"Promotions, Salary, Work Satisfaction",IT Services & Consulting | Bengaluru +49 other locations,NaN,NaN,NaN,NaN
Tata Electronics,3.8,3.2k,Job Security,"Promotions, Salary",Semiconductors | Hosur +62 other locations,NaN,NaN,NaN,NaN
Afcons Infrastructure,4.2,3.2k,"Job Security, Skill Development, Company Culture",NaN,Engineering & Construction | Mumbai +125 other locations,NaN,NaN,NaN,NaN
Ola Electric Mobility,3.3,3.2k,Salary,"Job Security, Promotions, Company Culture",Automobile | Bengaluru +446 other locations,NaN,NaN,NaN,NaN
ESAF Small Finance Bank,3.6,3.1k,NaN,"Promotions, Work Satisfaction, Company Culture",Banking | Thrissur +461 other locations,NaN,NaN,NaN,NaN
IDFC FIRST Bharat,4.1,3.1k,"Company Culture, Work Life Balance, Skill Development",NaN,Financial Services | Chennai +449 other locations,NaN,NaN,NaN,NaN
Marpu Foundation,4.9,3.1k,"Company Culture, Work Life Balance, Work Satisfaction",NaN,Non-Profit | Hyderabad +61 other locations,NaN,NaN,NaN,NaN
Torrent Pharmaceuticals,4.0,3.1k,"Job Security, Work Life Balance, Company Culture","Promotions, Salary",Pharma | Ahmedabad +133 other locations,NaN,NaN,NaN,NaN
DS Group,4.0,3.1k,"Work Life Balance, Job Security, Salary",Promotions,FMCG | Noida +294 other locations,NaN,NaN,NaN,NaN
Zepto,3.6,3.1k,NaN,"Job Security, Promotions, Company Culture",Internet | Bengaluru +110 other locations,NaN,NaN,NaN,NaN
Bharat Financial Inclusion,3.7,3.1k,Salary,"Promotions, Work Satisfaction",Financial Services | Hyderabad +516 other locations,NaN,NaN,NaN,NaN
Tata Elxsi,3.4,3.1k,NaN,"Promotions, Salary, Work Satisfaction",IT Services & Consulting | Bengaluru +31 other locations,NaN,NaN,NaN,NaN
Square Yards,3.5,3.1k,NaN,"Job Security, Work Life Balance, Work Satisfaction",Internet | Gurugram +51 other locations,NaN,NaN,NaN,NaN
HDFC Sales,3.9,3.1k,"Skill Development, Company Culture, Work Life Balance","Promotions, Salary",Financial Services | Mumbai +355 other locations,NaN,NaN,NaN,NaN
Suzlon Group,4.0,3k,"Job Security, Skill Development, Company Culture","Promotions, Salary",Power | Pune +149 other locations,NaN,NaN,NaN,NaN
Zensar Technologies,3.6,3k,NaN,"Promotions, Job Security, Work Satisfaction",IT Services & Consulting | Pune +29 other locations,NaN,NaN,NaN,NaN
Indus Towers,3.6,3k,NaN,"Promotions, Job Security, Work Life Balance",Telecom | Gurugram +245 other locations,NaN,NaN,NaN,NaN
Eternal Limited,3.6,3k,NaN,"Job Security, Promotions, Work Life Balance",Internet | Gurugram +222 other locations,NaN,NaN,NaN,NaN
Fujitsu,3.8,3k,"Work Life Balance, Company Culture","Promotions, Salary",IT Services & Consulting | Pune +41 other locations,NaN,NaN,NaN,NaN
Future Group,4.2,3k,"Company Culture, Work Life Balance, Skill Development",NaN,Retail | Mumbai +207 other locations,NaN,NaN,NaN,NaN
CMS IT Services,3.1,3k,NaN,"Promotions, Salary, Company Culture",IT Services & Consulting | Mumbai +153 other locations,NaN,NaN,NaN,NaN
I Process Services,3.8,3k,Work Life Balance,"Promotions, Salary",Recruitment | Mumbai +409 other locations,NaN,NaN,NaN,NaN
VVDN Technologies,3.6,3k,NaN,"Promotions, Salary, Company Culture",IT Services & Consulting | Gurugram +51 other locations,NaN,NaN,NaN,NaN
ACC,3.9,3k,NaN,"Promotions, Job Security",Building Material | Mumbai +278 other locations,NaN,NaN,NaN,NaN
IKS Health,3.5,3k,NaN,"Promotions, Salary, Work Satisfaction",BPO | Mumbai +33 other locations,NaN,NaN,NaN,NaN
Yazaki,3.9,3k,"Job Security, Skill Development",Promotions,Auto Components | Pune +94 other locations,NaN,NaN,NaN,NaN
Nokia,4.0,3k,"Work Life Balance, Company Culture",Promotions,Telecom | Bengaluru +165 other locations,NaN,NaN,NaN,NaN
Shree Cement,3.8,3k,NaN,"Promotions, Job Security",Building Material | Beawar +271 other locations,NaN,NaN,NaN,NaN
Shoppers Stop,4.0,3k,"Company Culture, Work Life Balance, Job Security",Promotions,Retail | Mumbai +85 other locations,NaN,NaN,NaN,NaN
Apollo Tyres,4.0,2.9k,"Company Culture, Work Life Balance, Job Security",Promotions,Auto Components | Chennai +182 other locations,NaN,NaN,NaN,NaN
Fiserv,2.8,2.9k,NaN,"Promotions, Company Culture, Work Satisfaction",FinTech | Pune +33 other locations,NaN,NaN,NaN,NaN
Britannia,4.0,2.9k,"Job Security, Skill Development",Promotions,Hospitality | Pune +307 other locations,NaN,NaN,NaN,NaN
Physicswallah,3.6,2.9k,NaN,"Promotions, Job Security, Work Satisfaction",EdTech | Noida +146 other locations,NaN,NaN,NaN,NaN
Landmark Group,3.8,2.9k,Job Security,Promotions,Retail | Bengaluru +175 other locations,NaN,NaN,NaN,NaN
Exl India,3.5,2.9k,Job Security,"Promotions, Salary, Skill Development",Logistics | New Delhi +45 other locations,NaN,NaN,NaN,NaN
SRF,4.1,2.8k,"Job Security, Salary, Work Life Balance",Promotions,Chemicals | Bharuch +68 other locations,NaN,NaN,NaN,NaN
Dalmia Bharat Cement,3.9,2.8k,"Job Security, Salary",Promotions,Building Material | Guwahati +255 other locations,NaN,NaN,NaN,NaN
Kansai Nerolac Paints,3.8,2.8k,NaN,Promotions,Chemicals | Mumbai +265 other locations,NaN,NaN,NaN,NaN
ZS,3.0,2.8k,NaN,"Work Life Balance, Work Satisfaction, Promotions",Management Consulting | Pune +17 other locations,NaN,NaN,NaN,NaN
Blue Dart Express Ltd,3.9,2.8k,"Job Security, Company Culture, Work Life Balance",Promotions,Logistics | Mumbai +280 other locations,NaN,NaN,NaN,NaN
Nestlé,3.8,2.8k,Salary,"Promotions, Work Life Balance, Work Satisfaction",FMCG | Gurugram +284 other locations,NaN,NaN,NaN,NaN
Star Health & Allied Insurance,3.5,2.8k,NaN,"Promotions, Company Culture, Work Satisfaction",Insurance | Chennai +338 other locations,NaN,NaN,NaN,NaN
Exide Industries,3.4,2.8k,NaN,"Promotions, Company Culture, Work Satisfaction",Electrical Equipment | Kolkata +199 other locations,NaN,NaN,NaN,NaN
Foxconn,3.8,2.8k,Job Security,Promotions,Electronics Manufacturing | Chennai +64 other locations,NaN,NaN,NaN,NaN
UnitedHealth,4.0,2.8k,"Job Security, Work Life Balance, Company Culture",Promotions,Healthcare | Hyderabad +18 other locations,NaN,NaN,NaN,NaN
Shell,3.9,2.8k,"Work Life Balance, Company Culture, Salary","Promotions, Job Security",Oil & Gas | Bengaluru +91 other locations,NaN,NaN,NaN,NaN
Micro Labs,3.6,2.7k,Job Security,"Promotions, Company Culture, Salary",Pharma | Bengaluru +156 other locations,NaN,NaN,NaN,NaN
KPMG Global Services,3.4,2.7k,NaN,"Promotions, Work Satisfaction, Salary",Management Consulting | Bengaluru +38 other locations,NaN,NaN,NaN,NaN
TVS Supply Chain Solutions,3.8,2.7k,Job Security,"Promotions, Salary",Logistics | Chennai +157 other locations,NaN,NaN,NaN,NaN
